seq_num,dcm_pitch,I0
1,3.9135299999999997,0.000599346160888648
2,3.91525,0.0009097671508788868
3,3.9173999999999998,0.0004538154602050648
4,3.9195499999999996,0.00095649719238279
5,3.92127,0.000834331512451152
6,3.9234199999999997,0.0007755851745605252
7,3.92514,0.00046115875244138733
8,3.9272899999999997,0.0011360740661620875
9,3.9294399999999996,0.001312980651855445
10,3.9311599999999998,0.0012602424621581834
11,3.9333099999999996,0.0011701202392577887
12,3.9354599999999995,0.0014311408996581809
13,3.93761,0.0015019035339355294
14,3.9393299999999996,0.0018650627136230253
15,3.94148,0.001872406005859346
16,3.9431999999999996,0.002692852020263649
17,3.94535,0.0035373306274413792
18,3.9475,0.008471355438232402
19,3.9492199999999995,0.01800828933715818
20,3.95137,0.03416019439697264
21,3.9535199999999997,0.05429950714111326
22,3.95524,0.08259454727172849
23,3.9573899999999997,0.11843181610107421
24,3.9595399999999996,0.15875450134277344
25,3.96126,0.19820066452026364
26,3.9634099999999997,0.2537713623046875
27,3.9655599999999995,0.31927019119262706
28,3.9672799999999997,0.38266149520874015
29,3.9694299999999996,0.4597587203979493
30,3.9711499999999997,0.5369834518432619
31,3.9737299999999998,0.6375004386901855
32,3.97545,0.7394587135314941
33,3.9771699999999996,0.8368461227416994
34,3.9793199999999995,0.9451109504699705
35,3.98147,1.0581929779052734
36,3.9831899999999996,1.1742583847045898
37,3.98534,1.3297859764099123
38,3.9874899999999998,1.4950761413574218
39,3.9896399999999996,1.6672402954101564
40,3.99136,1.8881699180603029
41,3.9935099999999997,2.1264517402648924
42,3.9956599999999995,2.3681708908081056
43,3.99781,2.678310832977295
44,3.9999599999999997,3.0373504257202146
45,4.00168,3.409231433868408
46,4.00383,3.9150547599792476
47,4.005979999999999,4.455578479766845
48,4.00727,5.001697120666504
49,4.0094199999999995,5.670986804962158
50,4.01157,6.4175038909912105
51,4.01329,7.082764110565186
52,4.01544,7.854115543365477
53,4.01716,8.59856315612793
54,4.019309999999999,9.358461055755614
55,4.021459999999999,10.065355072021484
56,4.02361,10.793921813964845
57,4.02533,11.541629848480227
58,4.02748,12.211700592041018
59,4.029629999999999,12.94306980133057
60,4.0317799999999995,13.666613731384277
61,4.0335,14.184950695037845
62,4.03608,14.885096225738526
63,4.0378,15.425127277374267
64,4.039949999999999,15.986351737976078
65,4.0421,16.502392921447754
66,4.04339,16.832742938995366
67,4.04597,17.257225284576418
68,4.047689999999999,17.444889793395998
69,4.04941,17.49379745483398
70,4.05199,17.328443870544437
71,4.05371,17.003802261352543
72,4.055859999999999,16.474776134490966
73,4.05758,15.963835201263425
74,4.05973,15.288319740295407
75,4.06145,14.671186790466312
76,4.063599999999999,13.979178295135497
77,4.0657499999999995,13.092943725585938
78,4.0679,12.192702159881591
79,4.06962,11.373897705078127
80,4.07177,10.201746711730957
81,4.073919999999999,9.052462062835694
82,4.07564,8.108869037628173
83,4.07736,6.982373294830324
84,4.079509999999999,5.8817145919799785
85,4.081659999999999,4.947222576141358
86,4.08338,4.028327713012695
87,4.08553,3.271862468719482
88,4.087249999999999,2.6952571487426766
89,4.0893999999999995,2.1356775856018064
90,4.09155,1.6846098518371584
91,4.0932699999999995,1.3159385299682615
92,4.09542,1.007400760650635
93,4.097569999999999,0.7489789581298827
94,4.09929,0.5519891357421874
95,4.10144,0.42032991409301756
96,4.10316,0.30943552017211917
97,4.105309999999999,0.22000089645385745
98,4.10746,0.14696517944335938
99,4.10918,0.09707952499389648
100,4.11133,0.05125738143920897
101,4.113479999999999,0.027418384552001934
